scenario,rauschform,rauschstufe_prozent,vorverarbeitung,wiederholung,wiederholungs_seed,verfahren,aktuelle_anzahl_merkmale,aktuelle_anzahl_beobachtungen,kuenstliche_beobachtungen,kuenstliche_merkmale,gefundene_cluster,noise_punkte_dbscan,noise_anteil_dbscan,predicted_noise_share,silhouette_plus,laplacian_auswahl_verwendet,laplacian_ausgewaehlte_merkmale_mit_typ,laplacian_ausgewaehlte_standardmerkmale,laplacian_ausgewaehlte_kuenstliche_merkmale,laplacian_anzahl_standardmerkmale_ausgewaehlt,laplacian_anzahl_kuenstliche_merkmale_ausgewaehlt,intercluster_margin_preprocessing_used,intercluster_margin_threshold,intercluster_removed_points,intercluster_removed_base_points,intercluster_removed_artificial_points,dbscan_eps,dbscan_min_samples,rtkm_alpha
mit_rauschen,ausreisser,10,False,2,102,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7311378988084417,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,2,102,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7311378988084417,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,3,103,kmeans,10,1100,100,0,3,,,0.0,0.574449653347161,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,3,103,hierarchisch,10,1100,100,0,3,,,0.0,0.5579032124767369,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,3,103,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7289803542229437,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,3,103,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7289803542229437,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,4,104,kmeans,10,1100,100,0,3,,,0.0,0.5701293091869126,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,4,104,hierarchisch,10,1100,100,0,3,,,0.0,0.5519729435748869,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,4,104,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7312077774633906,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,4,104,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7312077774633906,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,5,105,kmeans,10,1100,100,0,3,,,0.0,0.5688319838601259,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,5,105,hierarchisch,10,1100,100,0,3,,,0.0,0.5597129512136876,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,5,105,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.729560295054279,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,5,105,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.729560295054279,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,6,106,kmeans,10,1100,100,0,3,,,0.0,0.5678157796114368,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,6,106,hierarchisch,10,1100,100,0,3,,,0.0,0.5450795891901019,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,6,106,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7309550519926167,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,6,106,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7309550519926167,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,7,107,kmeans,10,1100,100,0,3,,,0.0,0.5742959104177209,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,7,107,hierarchisch,10,1100,100,0,3,,,0.0,0.5650971489812145,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,7,107,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7291081612494287,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,7,107,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7291081612494287,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,8,108,kmeans,10,1100,100,0,3,,,0.0,0.5677469179803312,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,8,108,hierarchisch,10,1100,100,0,3,,,0.0,0.554482772123243,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,8,108,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7288924412801266,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,8,108,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7288924412801266,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,9,109,kmeans,10,1100,100,0,3,,,0.0,0.5676848913134921,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,9,109,hierarchisch,10,1100,100,0,3,,,0.0,0.5459781543571434,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,9,109,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7291821182475676,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,9,109,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7291821182475676,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,10,110,kmeans,10,1100,100,0,3,,,0.0,0.5733090689211365,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,10,110,hierarchisch,10,1100,100,0,3,,,0.0,0.5517519071205859,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,10,110,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.730490906757751,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,10,110,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.730490906757751,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,11,111,kmeans,10,1100,100,0,3,,,0.0,0.5705238497667567,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,11,111,hierarchisch,10,1100,100,0,3,,,0.0,0.5636664099746355,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,11,111,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7301991636793549,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,11,111,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7301991636793549,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,12,112,kmeans,10,1100,100,0,3,,,0.0,0.5676204677357827,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,12,112,hierarchisch,10,1100,100,0,3,,,0.0,0.5526884436694236,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,12,112,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7291309238723712,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,12,112,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7291309238723712,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,13,113,kmeans,10,1100,100,0,3,,,0.0,0.5671162980761654,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,13,113,hierarchisch,10,1100,100,0,3,,,0.0,0.5546837875335816,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,13,113,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7267529848857832,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,13,113,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7267529848857832,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,14,114,kmeans,10,1100,100,0,3,,,0.0,0.5707247502619651,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,14,114,hierarchisch,10,1100,100,0,3,,,0.0,0.5553671430205976,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,14,114,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7288995990810185,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,14,114,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7288995990810185,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,15,115,kmeans,10,1100,100,0,3,,,0.0,0.5689715234788637,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,15,115,hierarchisch,10,1100,100,0,3,,,0.0,0.5566823091448417,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,15,115,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7282015472040598,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,15,115,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7282015472040598,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,16,116,kmeans,10,1100,100,0,3,,,0.0,0.5659077816134852,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,16,116,hierarchisch,10,1100,100,0,3,,,0.0,0.549730972184156,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,16,116,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7273439649842983,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,16,116,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.7273439649842983,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,17,117,kmeans,10,1100,100,0,3,,,0.0,0.5681787564205438,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,17,117,hierarchisch,10,1100,100,0,3,,,0.0,0.543291141145156,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,17,117,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.730494777470161,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,17,117,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.730494777470161,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,18,118,kmeans,10,1100,100,0,3,,,0.0,0.571003276359383,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,18,118,hierarchisch,10,1100,100,0,3,,,0.0,0.5522032413957401,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
