observation_id,is_base_observation,true_label
459,True,2
460,True,1
461,True,0
462,True,0
463,True,1
464,True,1
465,True,2
466,True,2
467,True,2
468,True,0
469,True,1
470,True,1
471,True,1
472,True,0
473,True,1
474,True,1
475,True,1
476,True,2
477,True,2
478,True,0
479,True,0
480,True,1
481,True,1
482,True,0
483,True,0
484,True,1
485,True,1
486,True,2
487,True,1
488,True,1
489,True,2
490,True,2
491,True,1
492,True,0
493,True,2
494,True,2
495,True,1
496,True,0
497,True,2
498,True,0
499,True,0
500,True,1
501,True,2
502,True,2
503,True,1
504,True,1
505,True,1
506,True,2
507,True,2
508,True,2
509,True,1
510,True,1
511,True,1
512,True,1
513,True,0
514,True,0
515,True,2
516,True,0
517,True,0
518,True,0
519,True,2
520,True,0
521,True,2
522,True,2
523,True,0
524,True,1
525,True,0
526,True,0
527,True,0
528,True,2
529,True,0
530,True,0
531,True,2
532,True,0
533,True,0
534,True,0
535,True,2
536,True,1
537,True,0
538,True,0
539,True,1
540,True,0
541,True,2
542,True,2
543,True,1
544,True,0
545,True,1
546,True,0
547,True,1
548,True,2
549,True,2
550,True,2
551,True,2
552,True,1
553,True,0
554,True,0
555,True,1
556,True,2
557,True,0
558,True,1
559,True,0
560,True,0
561,True,2
562,True,0
563,True,1
564,True,0
565,True,1
566,True,1
567,True,1
568,True,1
569,True,2
570,True,2
571,True,0
572,True,2
573,True,0
574,True,0
575,True,1
576,True,2
577,True,0
578,True,2
579,True,2
580,True,1
581,True,2
582,True,1
583,True,2
584,True,0
585,True,1
586,True,2
587,True,0
588,True,2
589,True,0
590,True,1
591,True,0
592,True,2
593,True,2
594,True,2
595,True,2
596,True,2
597,True,1
598,True,0
599,True,1
600,True,1
601,True,0
602,True,2
603,True,2
604,True,0
605,True,0
606,True,2
607,True,1
608,True,0
609,True,0
610,True,0
611,True,1
612,True,2
613,True,2
614,True,2
615,True,0
616,True,2
617,True,2
618,True,1
619,True,1
620,True,0
621,True,1
622,True,1
623,True,1
624,True,2
625,True,1
626,True,0
627,True,1
628,True,1
629,True,0
630,True,0
631,True,2
632,True,0
633,True,0
634,True,0
635,True,0
636,True,1
637,True,0
638,True,2
639,True,0
640,True,2
641,True,0
642,True,0
643,True,1
644,True,2
645,True,1
646,True,1
647,True,0
648,True,0
649,True,1
650,True,2
651,True,0
652,True,1
653,True,1
654,True,1
655,True,1
656,True,2
657,True,1
658,True,0
659,True,0
660,True,2
661,True,1
662,True,2
663,True,1
664,True,1
665,True,1
666,True,2
667,True,2
668,True,1
669,True,2
670,True,2
671,True,2
672,True,2
673,True,2
674,True,1
675,True,1
676,True,0
677,True,2
678,True,1
679,True,1
680,True,1
681,True,0
682,True,1
683,True,2
684,True,1
685,True,0
686,True,0
687,True,0
688,True,1
689,True,2
690,True,1
691,True,2
692,True,2
693,True,2
694,True,1
695,True,0
696,True,1
697,True,1
698,True,0
699,True,0
700,True,2
701,True,2
702,True,0
703,True,1
704,True,1
705,True,0
706,True,0
707,True,1
708,True,0
709,True,0
710,True,0
711,True,1
712,True,2
713,True,2
714,True,2
715,True,0
716,True,2
717,True,1
718,True,0
719,True,2
720,True,1
721,True,0
722,True,2
723,True,1
724,True,2
725,True,1
726,True,1
727,True,1
728,True,1
729,True,0
730,True,2
731,True,0
732,True,1
733,True,1
734,True,1
735,True,1
736,True,1
737,True,0
738,True,1
739,True,1
740,True,1
741,True,0
742,True,0
743,True,2
744,True,0
745,True,1
746,True,2
747,True,2
748,True,0
749,True,0
750,True,0
751,True,0
752,True,0
753,True,0
754,True,2
755,True,1
756,True,2
757,True,2
758,True,2
759,True,2
760,True,1
761,True,2
762,True,0
763,True,0
764,True,0
765,True,0
766,True,1
767,True,2
768,True,2
769,True,1
770,True,1
771,True,1
772,True,1
773,True,0
774,True,2
775,True,2
776,True,2
777,True,0
778,True,2
779,True,2
780,True,0
781,True,2
782,True,2
783,True,2
784,True,0
785,True,2
786,True,0
787,True,2
788,True,1
789,True,1
790,True,2
791,True,2
792,True,1
793,True,2
794,True,0
795,True,0
796,True,0
797,True,0
798,True,2
799,True,2
800,True,1
801,True,0
802,True,1
803,True,1
804,True,0
805,True,1
806,True,0
807,True,0
808,True,0
809,True,0
810,True,0
811,True,0
812,True,0
813,True,0
814,True,2
815,True,0
816,True,1
817,True,2
818,True,2
819,True,0
820,True,1
821,True,2
822,True,0
823,True,2
824,True,1
825,True,1
826,True,2
827,True,1
828,True,0
829,True,2
830,True,1
831,True,0
832,True,1
833,True,0
834,True,2
835,True,1
836,True,2
837,True,1
838,True,2
839,True,0
840,True,1
841,True,0
842,True,1
843,True,1
844,True,0
845,True,0
846,True,2
847,True,2
848,True,2
849,True,1
850,True,2
851,True,0
852,True,2
853,True,1
854,True,2
855,True,1
856,True,2
857,True,2
858,True,0
859,True,2
860,True,1
861,True,1
862,True,1
863,True,0
864,True,0
865,True,0
866,True,2
867,True,0
868,True,0
869,True,0
870,True,0
871,True,2
872,True,0
873,True,2
874,True,0
875,True,0
876,True,0
877,True,1
878,True,2
879,True,2
880,True,0
881,True,0
882,True,2
883,True,1
884,True,2
885,True,0
886,True,2
887,True,2
888,True,1
889,True,2
890,True,1
891,True,2
892,True,1
893,True,1
894,True,0
895,True,0
896,True,0
897,True,0
898,True,1
899,True,2
900,True,2
901,True,1
902,True,1
903,True,0
904,True,1
905,True,1
906,True,2
907,True,2
908,True,0
909,True,1
910,True,1
911,True,2
912,True,2
913,True,2
914,True,0
915,True,2
916,True,1
917,True,0
918,True,0
919,True,2
920,True,0
921,True,2
922,True,0
923,True,1
924,True,1
925,True,2
926,True,1
927,True,2
928,True,2
929,True,0
930,True,2
931,True,1
932,True,1
933,True,1
934,True,2
935,True,1
936,True,0
937,True,2
938,True,1
939,True,2
940,True,1
941,True,2
942,True,1
943,True,2
944,True,0
945,True,1
946,True,1
947,True,0
948,True,2
949,True,1
950,True,0
951,True,1
952,True,0
953,True,0
954,True,1
955,True,2
956,True,2
957,True,1
958,True,1
959,True,0
960,True,1
961,True,2
962,True,0
963,True,2
964,True,1
965,True,0
966,True,1
967,True,0
968,True,0
969,True,2
970,True,0
971,True,0
972,True,1
973,True,1
974,True,2
975,True,2
976,True,1
977,True,2
978,True,2
979,True,1
980,True,0
981,True,0
982,True,2
983,True,0
984,True,0
985,True,0
986,True,2
987,True,0
988,True,1
989,True,0
990,True,1
991,True,2
992,True,2
993,True,1
994,True,0
995,True,1
996,True,1
997,True,2
998,True,2
999,True,2
