scenario,rauschform,rauschstufe_prozent,vorverarbeitung,verfahren,silhouette_plus_mean,silhouette_plus_std,gefundene_cluster_mittelwert,found_clusters_mean,found_clusters_std,noise_anteil_dbscan_mittelwert,noise_anteil_dbscan_std,predicted_noise_share_mean,predicted_noise_share_std,mittlerer_paarweiser_ari,std_paarweiser_ari,anzahl_vergleiche
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,10,True,hierarchisch,0.6565897166050044,0.0006614012647581113,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,10,True,kmeans,0.6565897166050044,0.0006614012647581113,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,10,True,rtkm,0.6294533823556666,0.0835153927635376,3.0,3.0,0.0,,,0.0,0.0,0.894026258516179,0.21784068001506818,190
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,20,True,dbscan,0.5634412836980692,0.0028144644686339854,3.0,3.0,0.0,0.01285,0.004847951276461778,0.01285,0.004847951276461778,0.9619448879322168,0.009731053957258866,190
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,20,True,hierarchisch,0.5567948071121873,0.0008196997898171023,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,20,True,kmeans,0.5567948071121873,0.0008196997898171023,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,20,True,rtkm,0.5567948071121873,0.0008196997898171023,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,30,True,dbscan,0.657886025788685,0.0015916201785682114,3.0,3.0,0.0,0.0017000000000000001,0.0015927467172350907,0.0017000000000000001,0.0015927467172350907,0.9949010031272653,0.0032062364676357013,190
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,30,True,hierarchisch,0.6566579529840395,0.0007779295057406554,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,30,True,kmeans,0.6566579529840395,0.0007779295057406554,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
mit_rauschen_und_vorverarbeitung,irrelevante_merkmale,30,True,rtkm,0.6566579529840395,0.0007779295057406554,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,10,True,dbscan,0.7429027045578817,0.0006026461769730281,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.9980738034159539,0.0013943681898594207,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,10,True,hierarchisch,0.7429027045578817,0.0006026461769730281,3.0,3.0,0.0,,,0.0,0.0,0.9980738034159539,0.0013943681898594207,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,10,True,kmeans,0.7429027045578817,0.0006026461769730281,3.0,3.0,0.0,,,0.0,0.0,0.9980738034159539,0.0013943681898594207,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,10,True,rtkm,0.7023990540859475,0.06981922594614082,3.0,3.0,0.0,,,0.09079547806563222,0.0006484947026446588,0.878789105736413,0.1557991587490059,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,20,True,dbscan,0.741387765094271,0.0009180097282589564,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.9980449534557021,0.001327847707122501,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,20,True,hierarchisch,0.741387765094271,0.0009180097282589564,3.0,3.0,0.0,,,0.0,0.0,0.9980449534557021,0.001327847707122501,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,20,True,kmeans,0.741387765094271,0.0009180097282589564,3.0,3.0,0.0,,,0.0,0.0,0.9980449534557021,0.001327847707122501,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,20,True,rtkm,0.666485221773463,0.07943200178276365,3.0,3.0,0.0,,,0.16616849945378448,0.0007527653920622169,0.7724081375648396,0.17957806626019096,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,30,True,dbscan,0.73939703720251,0.001260033853231462,3.0,3.0,0.0,4.9164208456243856e-05,0.0002198690243362625,4.9164208456243856e-05,0.0002198690243362625,0.9975095239346469,0.001670916804673777,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,30,True,hierarchisch,0.7393729077500566,0.0012957344174890763,3.0,3.0,0.0,,,0.0,0.0,0.9975095239346469,0.001670916804673777,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,30,True,kmeans,0.7393729077500566,0.0012957344174890763,3.0,3.0,0.0,,,0.0,0.0,0.9975095239346469,0.001670916804673777,190
mit_rauschen_und_vorverarbeitung,zwischencluster_ausreisser,30,True,rtkm,0.6466166654787214,0.06356822352268152,3.0,3.0,0.0,,,0.23002584384422428,0.0009399929171008754,0.7422291819239096,0.1577517864654956,190
ohne_rauschen,none,0,False,dbscan,0.7411366592435454,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190
ohne_rauschen,none,0,False,hierarchisch,0.7411366592435454,0.0,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
ohne_rauschen,none,0,False,kmeans,0.7411366592435454,0.0,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
ohne_rauschen,none,0,False,rtkm,0.7411366592435454,0.0,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,190
